[2026-07-10 11:52:30] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:26:25] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:26:25] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:26:31] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:26:31] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:26:31] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:26:31] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:26:31] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:26:31] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:26:47] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:26:47] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:26:47] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:27:46] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:27:46] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:27:46] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:28:22] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:28:22] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:28:22] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:28:23] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:28:23] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:28:23] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:29:24] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:29:24] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:29:24] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:29:33] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:29:33] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:29:33] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:30:08] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:30:08] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:30:09] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:30:09] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:30:09] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:30:09] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:30:24] INFO     | awr_seg_opt_reads_parser | Found 4 rows in Segments by Optimized Reads section
[2026-07-10 12:30:24] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 4 Segments by Optimized Reads records
[2026-07-10 12:30:24] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 4 rows into awr_seg_opt_reads
[2026-07-10 12:31:17] INFO     | awr_seg_opt_reads_parser | Found 4 rows in Segments by Optimized Reads section
[2026-07-10 12:31:17] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 4 Segments by Optimized Reads records
[2026-07-10 12:31:17] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 4 rows into awr_seg_opt_reads
[2026-07-10 12:31:21] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:31:21] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:31:21] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:31:23] INFO     | awr_seg_opt_reads_parser | Found 4 rows in Segments by Optimized Reads section
[2026-07-10 12:31:23] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 4 Segments by Optimized Reads records
[2026-07-10 12:31:23] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 4 rows into awr_seg_opt_reads
[2026-07-10 12:31:23] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:31:23] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:31:23] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:32:10] INFO     | awr_seg_opt_reads_parser | Found 4 rows in Segments by Optimized Reads section
[2026-07-10 12:32:10] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 4 Segments by Optimized Reads records
[2026-07-10 12:32:10] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 4 rows into awr_seg_opt_reads
[2026-07-10 12:32:37] INFO     | awr_seg_opt_reads_parser | Found 4 rows in Segments by Optimized Reads section
[2026-07-10 12:32:37] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 4 Segments by Optimized Reads records
[2026-07-10 12:32:37] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 4 rows into awr_seg_opt_reads
[2026-07-10 12:32:38] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:32:38] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:32:38] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:32:58] INFO     | awr_seg_opt_reads_parser | Found 2 rows in Segments by Optimized Reads section
[2026-07-10 12:32:58] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 2 Segments by Optimized Reads records
[2026-07-10 12:32:58] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 2 rows into awr_seg_opt_reads
[2026-07-10 12:33:05] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:33:05] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:33:05] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:33:49] INFO     | awr_seg_opt_reads_parser | Found 2 rows in Segments by Optimized Reads section
[2026-07-10 12:33:49] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 2 Segments by Optimized Reads records
[2026-07-10 12:33:49] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 2 rows into awr_seg_opt_reads
[2026-07-10 12:33:49] INFO     | awr_seg_opt_reads_parser | Found 4 rows in Segments by Optimized Reads section
[2026-07-10 12:33:49] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 4 Segments by Optimized Reads records
[2026-07-10 12:33:50] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 4 rows into awr_seg_opt_reads
[2026-07-10 12:33:51] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:33:51] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:33:51] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:34:58] INFO     | awr_seg_opt_reads_parser | Found 2 rows in Segments by Optimized Reads section
[2026-07-10 12:34:58] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 2 Segments by Optimized Reads records
[2026-07-10 12:34:58] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 2 rows into awr_seg_opt_reads
[2026-07-10 12:35:11] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:35:11] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:35:11] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:35:22] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:35:22] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:35:22] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:35:24] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:35:24] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:35:24] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:35:48] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:35:48] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:35:48] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:36:33] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:36:33] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:36:33] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:36:36] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:36:36] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:36:36] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:36:42] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:36:42] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:36:42] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:36:56] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:36:56] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:36:56] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:37:48] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:37:48] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:37:48] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:37:59] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:37:59] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:37:59] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:38:07] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:38:07] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:38:07] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:39:02] INFO     | awr_seg_opt_reads_parser | Found 3 rows in Segments by Optimized Reads section
[2026-07-10 12:39:02] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 3 Segments by Optimized Reads records
[2026-07-10 12:39:02] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 3 rows into awr_seg_opt_reads
[2026-07-10 12:39:15] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:39:15] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:39:15] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:39:30] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:39:30] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:39:31] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:39:37] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:39:37] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:39:37] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:39:57] INFO     | awr_seg_opt_reads_parser | Found 3 rows in Segments by Optimized Reads section
[2026-07-10 12:39:57] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 3 Segments by Optimized Reads records
[2026-07-10 12:39:57] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 3 rows into awr_seg_opt_reads
[2026-07-10 12:41:09] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:41:09] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:41:09] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:41:13] INFO     | awr_seg_opt_reads_parser | Found 3 rows in Segments by Optimized Reads section
[2026-07-10 12:41:13] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 3 Segments by Optimized Reads records
[2026-07-10 12:41:13] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 3 rows into awr_seg_opt_reads
[2026-07-10 12:41:15] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:41:15] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:41:16] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:41:33] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:41:33] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:41:33] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:42:19] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:42:19] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:42:19] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:42:39] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:42:39] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:42:39] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:42:42] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:42:42] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:42:42] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:43:23] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:43:23] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:43:23] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:43:34] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:43:34] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:43:34] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:43:59] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:43:59] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:43:59] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:44:00] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:44:00] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:44:00] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:44:21] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:44:21] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:44:21] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:45:14] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:45:14] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:45:14] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:45:14] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:45:14] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:45:14] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:45:20] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:45:20] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:45:21] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:46:31] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:46:31] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:46:31] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:46:32] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:46:32] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:46:32] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:47:07] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:47:07] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:47:07] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:47:42] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:47:42] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:47:42] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:47:42] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:47:42] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:47:43] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:48:52] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:48:52] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:48:52] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:48:56] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:48:56] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:48:57] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:48:59] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:48:59] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:48:59] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:50:04] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:50:04] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:50:04] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:50:10] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:50:10] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:50:10] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:51:20] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:51:20] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:51:20] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:52:30] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:52:30] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:52:30] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
[2026-07-10 12:53:40] INFO     | awr_seg_opt_reads_parser | Found 5 rows in Segments by Optimized Reads section
[2026-07-10 12:53:40] INFO     | awr_seg_opt_reads_parser | ✅ Parsed 5 Segments by Optimized Reads records
[2026-07-10 12:53:40] INFO     | awr_seg_opt_reads_parser | ✅ Inserted 5 rows into awr_seg_opt_reads
