[2026-07-10 11:52:25] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:26:33] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:27:39] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:27:39] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:28:10] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:28:10] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:28:12] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:28:12] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:28:12] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:29:16] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:29:16] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:29:20] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:29:20] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:30:02] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:30:02] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:30:02] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:30:02] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:30:02] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:30:19] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:30:19] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:31:11] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:31:11] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:31:12] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:31:12] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:31:16] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:31:16] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:31:16] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:31:16] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:31:16] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:32:05] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:32:05] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:32:30] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:32:30] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:32:30] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:32:30] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:32:30] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:32:53] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:32:53] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:32:56] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:32:56] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:33:41] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:33:41] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:33:41] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:33:42] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:33:42] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:33:43] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:33:43] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:34:52] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:34:52] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:35:01] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:35:01] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:35:15] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:35:15] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:35:15] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:35:17] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:35:17] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:35:43] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:35:43] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:36:26] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:36:26] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:36:26] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:36:29] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:36:29] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:36:36] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:36:36] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:36:45] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:36:45] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:37:37] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:37:37] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:37:49] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:37:49] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:37:49] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:37:58] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:37:58] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:38:56] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:38:56] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:39:04] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:39:04] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:39:23] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:39:23] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:39:23] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:39:30] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:39:30] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:39:52] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:39:52] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:41:00] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:41:00] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:41:00] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:41:06] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:41:06] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:41:06] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:41:06] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:41:19] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:41:19] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:42:13] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:42:13] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:42:31] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:42:31] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:42:31] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:42:35] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:42:35] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:43:18] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:43:18] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:43:24] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:43:24] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:43:52] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:43:52] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:43:52] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:43:53] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:43:53] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:44:16] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:44:16] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:45:07] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:45:07] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:45:07] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:45:07] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:45:07] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:45:11] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:45:11] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:46:24] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:46:24] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:46:25] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:46:25] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:46:25] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:46:58] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:46:58] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:47:35] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:47:35] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:47:36] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:47:36] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:47:36] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:48:43] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:48:43] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:48:50] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:48:50] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:48:50] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:48:52] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:48:52] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:49:57] INFO     | awr_seg_gbl_cache_buff_busy_parser | Found 5 rows in Segments by Global Cache Buffer Busy section
[2026-07-10 12:49:57] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Parsed 5 Segments by Global Cache Buffer Busy records
[2026-07-10 12:49:57] INFO     | awr_seg_gbl_cache_buff_busy_parser | ✅ Inserted 5 rows into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:50:03] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:50:03] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:51:13] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:51:13] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:52:23] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:52:23] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
[2026-07-10 12:53:34] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ Segments by Global Cache Buffer Busy section not found.
[2026-07-10 12:53:34] WARNING  | awr_seg_gbl_cache_buff_busy_parser | ⚠️ No records to insert into awr_seg_gbl_cache_buff_busy
