[2026-07-10 11:52:17] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:31:07] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:31:07] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:31:58] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:31:58] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:32:21] INFO     | awr_seg_cur_blk_rec_parser | Found 5 rows in Segments by Current Blocks Received section
[2026-07-10 12:32:21] INFO     | awr_seg_cur_blk_rec_parser | ✅ Parsed 5 Segments by Current Blocks Received records
[2026-07-10 12:32:21] INFO     | awr_seg_cur_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cur_blk_rec
[2026-07-10 12:32:21] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:32:21] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:32:44] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:32:44] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:32:48] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:32:48] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:33:32] INFO     | awr_seg_cur_blk_rec_parser | Found 5 rows in Segments by Current Blocks Received section
[2026-07-10 12:33:32] INFO     | awr_seg_cur_blk_rec_parser | ✅ Parsed 5 Segments by Current Blocks Received records
[2026-07-10 12:33:32] INFO     | awr_seg_cur_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cur_blk_rec
[2026-07-10 12:33:32] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:33:32] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:33:37] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:33:37] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:34:42] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:34:42] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:34:43] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:34:43] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:35:06] INFO     | awr_seg_cur_blk_rec_parser | Found 5 rows in Segments by Current Blocks Received section
[2026-07-10 12:35:06] INFO     | awr_seg_cur_blk_rec_parser | ✅ Parsed 5 Segments by Current Blocks Received records
[2026-07-10 12:35:06] INFO     | awr_seg_cur_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cur_blk_rec
[2026-07-10 12:35:08] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:35:08] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:35:36] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:35:36] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:36:18] INFO     | awr_seg_cur_blk_rec_parser | Found 5 rows in Segments by Current Blocks Received section
[2026-07-10 12:36:18] INFO     | awr_seg_cur_blk_rec_parser | ✅ Parsed 5 Segments by Current Blocks Received records
[2026-07-10 12:36:18] INFO     | awr_seg_cur_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cur_blk_rec
[2026-07-10 12:36:20] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:36:20] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:36:30] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:36:30] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:36:32] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:36:32] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:37:26] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:37:26] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:37:32] INFO     | awr_seg_cur_blk_rec_parser | Found 5 rows in Segments by Current Blocks Received section
[2026-07-10 12:37:32] INFO     | awr_seg_cur_blk_rec_parser | ✅ Parsed 5 Segments by Current Blocks Received records
[2026-07-10 12:37:32] INFO     | awr_seg_cur_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cur_blk_rec
[2026-07-10 12:37:42] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:37:42] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:38:49] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:38:49] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:38:50] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:38:50] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:39:13] INFO     | awr_seg_cur_blk_rec_parser | Found 5 rows in Segments by Current Blocks Received section
[2026-07-10 12:39:13] INFO     | awr_seg_cur_blk_rec_parser | ✅ Parsed 5 Segments by Current Blocks Received records
[2026-07-10 12:39:13] INFO     | awr_seg_cur_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cur_blk_rec
[2026-07-10 12:39:21] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:39:21] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:39:46] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:39:46] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:40:44] INFO     | awr_seg_cur_blk_rec_parser | Found 5 rows in Segments by Current Blocks Received section
[2026-07-10 12:40:44] INFO     | awr_seg_cur_blk_rec_parser | ✅ Parsed 5 Segments by Current Blocks Received records
[2026-07-10 12:40:44] INFO     | awr_seg_cur_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cur_blk_rec
[2026-07-10 12:40:55] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:40:55] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:40:58] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:40:58] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:41:02] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:41:02] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:42:04] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:42:04] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:42:21] INFO     | awr_seg_cur_blk_rec_parser | Found 5 rows in Segments by Current Blocks Received section
[2026-07-10 12:42:21] INFO     | awr_seg_cur_blk_rec_parser | ✅ Parsed 5 Segments by Current Blocks Received records
[2026-07-10 12:42:21] INFO     | awr_seg_cur_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cur_blk_rec
[2026-07-10 12:42:25] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:42:25] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:43:11] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:43:11] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:43:11] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:43:11] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:43:43] INFO     | awr_seg_cur_blk_rec_parser | Found 5 rows in Segments by Current Blocks Received section
[2026-07-10 12:43:43] INFO     | awr_seg_cur_blk_rec_parser | ✅ Parsed 5 Segments by Current Blocks Received records
[2026-07-10 12:43:43] INFO     | awr_seg_cur_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cur_blk_rec
[2026-07-10 12:43:44] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:43:44] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:44:09] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:44:09] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:44:58] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:44:58] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:44:58] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:44:58] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:44:58] INFO     | awr_seg_cur_blk_rec_parser | Found 5 rows in Segments by Current Blocks Received section
[2026-07-10 12:44:58] INFO     | awr_seg_cur_blk_rec_parser | ✅ Parsed 5 Segments by Current Blocks Received records
[2026-07-10 12:44:58] INFO     | awr_seg_cur_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cur_blk_rec
[2026-07-10 12:46:15] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:46:15] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:46:16] INFO     | awr_seg_cur_blk_rec_parser | Found 5 rows in Segments by Current Blocks Received section
[2026-07-10 12:46:16] INFO     | awr_seg_cur_blk_rec_parser | ✅ Parsed 5 Segments by Current Blocks Received records
[2026-07-10 12:46:16] INFO     | awr_seg_cur_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cur_blk_rec
[2026-07-10 12:46:45] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:46:45] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:47:25] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:47:25] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:47:26] INFO     | awr_seg_cur_blk_rec_parser | Found 5 rows in Segments by Current Blocks Received section
[2026-07-10 12:47:26] INFO     | awr_seg_cur_blk_rec_parser | ✅ Parsed 5 Segments by Current Blocks Received records
[2026-07-10 12:47:26] INFO     | awr_seg_cur_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cur_blk_rec
[2026-07-10 12:48:28] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:48:28] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:48:41] INFO     | awr_seg_cur_blk_rec_parser | Found 5 rows in Segments by Current Blocks Received section
[2026-07-10 12:48:41] INFO     | awr_seg_cur_blk_rec_parser | ✅ Parsed 5 Segments by Current Blocks Received records
[2026-07-10 12:48:41] INFO     | awr_seg_cur_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cur_blk_rec
[2026-07-10 12:48:43] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:48:43] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:49:48] INFO     | awr_seg_cur_blk_rec_parser | Found 5 rows in Segments by Current Blocks Received section
[2026-07-10 12:49:48] INFO     | awr_seg_cur_blk_rec_parser | ✅ Parsed 5 Segments by Current Blocks Received records
[2026-07-10 12:49:48] INFO     | awr_seg_cur_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cur_blk_rec
[2026-07-10 12:49:54] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:49:54] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:51:04] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:51:04] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:52:14] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:52:14] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
[2026-07-10 12:53:24] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ Segments by Current Blocks Received section not found.
[2026-07-10 12:53:24] WARNING  | awr_seg_cur_blk_rec_parser | ⚠️ No records to insert into awr_seg_cur_blk_rec
