[2026-07-10 11:52:41] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:20:57] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:20:57] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:20:57] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:21:14] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:21:14] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:21:14] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:21:25] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:21:25] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:21:26] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:26:37] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:26:37] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:26:37] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:26:49] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:26:49] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:26:49] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:26:50] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:26:50] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:26:50] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:27:16] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:27:16] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:27:16] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:28:01] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:28:01] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:28:01] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:28:46] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:28:46] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:28:46] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:28:47] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:28:47] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:28:47] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:29:37] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:29:37] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:29:38] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:29:57] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:29:57] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:29:57] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:30:22] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:30:22] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:30:22] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:30:22] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:30:22] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:30:22] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:30:34] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:30:34] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:30:34] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:31:27] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:31:27] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:31:27] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:31:37] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:31:37] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:31:37] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:31:38] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:31:38] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:31:38] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:31:41] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:31:41] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:31:41] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:32:20] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:32:20] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:32:20] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:32:49] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:32:49] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:32:49] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:32:50] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:32:50] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:32:50] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:33:07] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:33:07] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:33:07] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:33:25] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:33:25] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:33:25] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:34:04] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:34:04] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:34:04] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:34:12] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:34:12] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:34:12] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:34:13] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:34:13] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:34:13] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:35:08] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:35:08] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:35:08] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:35:31] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:35:31] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:35:31] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:35:35] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:35:35] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:35:35] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:35:38] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:35:38] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:35:38] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:35:58] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:35:58] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:35:59] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:36:46] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:36:46] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:36:46] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:36:50] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:36:50] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:36:50] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:36:52] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:36:52] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:36:52] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:37:16] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:37:16] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:37:16] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:38:03] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:38:03] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:38:04] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:38:19] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:38:19] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:38:19] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:38:31] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:38:31] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:38:31] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:39:13] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:39:13] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:39:13] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:39:36] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:39:36] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:39:36] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:39:45] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:39:45] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:39:45] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:39:52] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:39:52] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:39:52] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:40:07] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:40:07] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:40:07] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:41:26] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:41:26] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:41:26] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:41:28] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:41:28] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:41:29] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:41:34] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:41:34] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:41:34] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:41:58] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:41:58] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:41:58] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:42:30] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:42:30] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:42:30] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:42:56] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:42:56] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:42:56] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:42:58] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:42:58] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:42:58] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:43:35] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:43:35] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:43:35] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:43:54] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:43:54] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:43:54] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:44:13] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:44:13] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:44:13] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:44:14] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:44:14] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:44:14] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:44:32] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:44:32] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:44:32] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:45:27] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:45:27] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:45:27] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:45:27] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:45:27] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:45:27] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:45:40] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:45:40] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:45:40] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:46:44] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:46:44] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:46:44] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:46:45] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:46:45] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:46:45] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:47:26] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:47:26] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:47:26] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:47:56] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:47:56] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:47:56] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:47:57] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:47:57] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:47:57] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:49:10] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:49:10] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:49:10] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:49:11] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:49:11] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:49:11] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:49:13] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:49:13] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:49:13] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:50:17] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:50:17] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:50:17] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:50:24] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:50:24] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:50:24] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:51:34] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:51:34] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:51:34] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:52:44] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:52:44] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:52:44] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
[2026-07-10 12:53:54] INFO     | awr_seg_unopt_reads_parser | Found 5 rows in Segments by UnOptimized Reads section
[2026-07-10 12:53:54] INFO     | awr_seg_unopt_reads_parser | ✅ Parsed 5 Segments by UnOptimized Reads records
[2026-07-10 12:53:54] INFO     | awr_seg_unopt_reads_parser | ✅ Inserted 5 rows into awr_seg_unopt_reads
