[2026-07-10 11:52:39] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:27:58] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:27:58] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:28:42] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:28:42] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:28:42] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:28:43] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:28:43] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:28:43] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:29:35] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:29:35] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:29:35] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:29:54] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:29:54] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:29:54] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:30:20] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:30:20] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:30:20] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:30:20] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:30:20] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:30:20] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:30:32] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:30:32] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:30:32] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:31:25] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:31:25] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:31:25] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:31:35] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:31:35] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:31:35] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:31:35] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:31:35] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:31:36] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:31:38] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:31:38] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:31:38] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:32:18] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:32:18] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:32:18] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:32:48] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:32:48] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:32:48] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:32:49] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:32:49] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:32:49] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:33:06] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:33:06] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:33:06] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:33:22] INFO     | awr_seg_table_scan_parser | Found 1 rows in Segments by Table Scans section
[2026-07-10 12:33:22] INFO     | awr_seg_table_scan_parser | ✅ Parsed 1 Segments by Table Scans records
[2026-07-10 12:33:22] INFO     | awr_seg_table_scan_parser | ✅ Inserted 1 rows into awr_seg_table_scan
[2026-07-10 12:34:00] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:34:00] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:34:00] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:34:08] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:34:08] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:34:08] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:34:10] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:34:10] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:34:10] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:35:06] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:35:06] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:35:06] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:35:28] INFO     | awr_seg_table_scan_parser | Found 1 rows in Segments by Table Scans section
[2026-07-10 12:35:28] INFO     | awr_seg_table_scan_parser | ✅ Parsed 1 Segments by Table Scans records
[2026-07-10 12:35:28] INFO     | awr_seg_table_scan_parser | ✅ Inserted 1 rows into awr_seg_table_scan
[2026-07-10 12:35:33] INFO     | awr_seg_table_scan_parser | Found 3 rows in Segments by Table Scans section
[2026-07-10 12:35:33] INFO     | awr_seg_table_scan_parser | ✅ Parsed 3 Segments by Table Scans records
[2026-07-10 12:35:33] INFO     | awr_seg_table_scan_parser | ✅ Inserted 3 rows into awr_seg_table_scan
[2026-07-10 12:35:36] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:35:36] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:35:36] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:35:57] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:35:57] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:35:57] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:36:44] INFO     | awr_seg_table_scan_parser | Found 3 rows in Segments by Table Scans section
[2026-07-10 12:36:44] INFO     | awr_seg_table_scan_parser | ✅ Parsed 3 Segments by Table Scans records
[2026-07-10 12:36:44] INFO     | awr_seg_table_scan_parser | ✅ Inserted 3 rows into awr_seg_table_scan
[2026-07-10 12:36:48] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:36:48] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:36:48] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:36:50] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:36:50] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:36:50] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:37:12] INFO     | awr_seg_table_scan_parser | Found 1 rows in Segments by Table Scans section
[2026-07-10 12:37:12] INFO     | awr_seg_table_scan_parser | ✅ Parsed 1 Segments by Table Scans records
[2026-07-10 12:37:12] INFO     | awr_seg_table_scan_parser | ✅ Inserted 1 rows into awr_seg_table_scan
[2026-07-10 12:38:01] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:38:01] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:38:01] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:38:14] INFO     | awr_seg_table_scan_parser | Found 3 rows in Segments by Table Scans section
[2026-07-10 12:38:14] INFO     | awr_seg_table_scan_parser | ✅ Parsed 3 Segments by Table Scans records
[2026-07-10 12:38:15] INFO     | awr_seg_table_scan_parser | ✅ Inserted 3 rows into awr_seg_table_scan
[2026-07-10 12:38:26] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:38:26] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:38:26] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:39:11] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:39:11] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:39:11] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:39:33] INFO     | awr_seg_table_scan_parser | Found 1 rows in Segments by Table Scans section
[2026-07-10 12:39:33] INFO     | awr_seg_table_scan_parser | ✅ Parsed 1 Segments by Table Scans records
[2026-07-10 12:39:33] INFO     | awr_seg_table_scan_parser | ✅ Inserted 1 rows into awr_seg_table_scan
[2026-07-10 12:39:43] INFO     | awr_seg_table_scan_parser | Found 3 rows in Segments by Table Scans section
[2026-07-10 12:39:43] INFO     | awr_seg_table_scan_parser | ✅ Parsed 3 Segments by Table Scans records
[2026-07-10 12:39:43] INFO     | awr_seg_table_scan_parser | ✅ Inserted 3 rows into awr_seg_table_scan
[2026-07-10 12:39:49] INFO     | awr_seg_table_scan_parser | Found 3 rows in Segments by Table Scans section
[2026-07-10 12:39:49] INFO     | awr_seg_table_scan_parser | ✅ Parsed 3 Segments by Table Scans records
[2026-07-10 12:39:50] INFO     | awr_seg_table_scan_parser | ✅ Inserted 3 rows into awr_seg_table_scan
[2026-07-10 12:40:05] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:40:05] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:40:05] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:41:24] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:41:24] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:41:24] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:41:25] INFO     | awr_seg_table_scan_parser | Found 3 rows in Segments by Table Scans section
[2026-07-10 12:41:25] INFO     | awr_seg_table_scan_parser | ✅ Parsed 3 Segments by Table Scans records
[2026-07-10 12:41:25] INFO     | awr_seg_table_scan_parser | ✅ Inserted 3 rows into awr_seg_table_scan
[2026-07-10 12:41:31] INFO     | awr_seg_table_scan_parser | Found 3 rows in Segments by Table Scans section
[2026-07-10 12:41:31] INFO     | awr_seg_table_scan_parser | ✅ Parsed 3 Segments by Table Scans records
[2026-07-10 12:41:31] INFO     | awr_seg_table_scan_parser | ✅ Inserted 3 rows into awr_seg_table_scan
[2026-07-10 12:41:54] INFO     | awr_seg_table_scan_parser | Found 1 rows in Segments by Table Scans section
[2026-07-10 12:41:54] INFO     | awr_seg_table_scan_parser | ✅ Parsed 1 Segments by Table Scans records
[2026-07-10 12:41:54] INFO     | awr_seg_table_scan_parser | ✅ Inserted 1 rows into awr_seg_table_scan
[2026-07-10 12:42:28] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:42:28] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:42:28] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:42:53] INFO     | awr_seg_table_scan_parser | Found 3 rows in Segments by Table Scans section
[2026-07-10 12:42:53] INFO     | awr_seg_table_scan_parser | ✅ Parsed 3 Segments by Table Scans records
[2026-07-10 12:42:53] INFO     | awr_seg_table_scan_parser | ✅ Inserted 3 rows into awr_seg_table_scan
[2026-07-10 12:42:56] INFO     | awr_seg_table_scan_parser | Found 3 rows in Segments by Table Scans section
[2026-07-10 12:42:56] INFO     | awr_seg_table_scan_parser | ✅ Parsed 3 Segments by Table Scans records
[2026-07-10 12:42:56] INFO     | awr_seg_table_scan_parser | ✅ Inserted 3 rows into awr_seg_table_scan
[2026-07-10 12:43:32] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:43:32] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:43:33] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:43:51] INFO     | awr_seg_table_scan_parser | Found 1 rows in Segments by Table Scans section
[2026-07-10 12:43:51] INFO     | awr_seg_table_scan_parser | ✅ Parsed 1 Segments by Table Scans records
[2026-07-10 12:43:51] INFO     | awr_seg_table_scan_parser | ✅ Inserted 1 rows into awr_seg_table_scan
[2026-07-10 12:44:11] INFO     | awr_seg_table_scan_parser | Found 4 rows in Segments by Table Scans section
[2026-07-10 12:44:11] INFO     | awr_seg_table_scan_parser | ✅ Parsed 4 Segments by Table Scans records
[2026-07-10 12:44:11] INFO     | awr_seg_table_scan_parser | ✅ Inserted 4 rows into awr_seg_table_scan
[2026-07-10 12:44:12] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:44:12] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:44:12] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:44:30] INFO     | awr_seg_table_scan_parser | Found 5 rows in Segments by Table Scans section
[2026-07-10 12:44:30] INFO     | awr_seg_table_scan_parser | ✅ Parsed 5 Segments by Table Scans records
[2026-07-10 12:44:31] INFO     | awr_seg_table_scan_parser | ✅ Inserted 5 rows into awr_seg_table_scan
[2026-07-10 12:45:25] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:45:25] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:45:25] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:45:25] INFO     | awr_seg_table_scan_parser | Found 4 rows in Segments by Table Scans section
[2026-07-10 12:45:25] INFO     | awr_seg_table_scan_parser | ✅ Parsed 4 Segments by Table Scans records
[2026-07-10 12:45:25] INFO     | awr_seg_table_scan_parser | ✅ Inserted 4 rows into awr_seg_table_scan
[2026-07-10 12:45:37] INFO     | awr_seg_table_scan_parser | Found 1 rows in Segments by Table Scans section
[2026-07-10 12:45:37] INFO     | awr_seg_table_scan_parser | ✅ Parsed 1 Segments by Table Scans records
[2026-07-10 12:45:37] INFO     | awr_seg_table_scan_parser | ✅ Inserted 1 rows into awr_seg_table_scan
[2026-07-10 12:46:42] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:46:42] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:46:42] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:46:43] INFO     | awr_seg_table_scan_parser | Found 4 rows in Segments by Table Scans section
[2026-07-10 12:46:43] INFO     | awr_seg_table_scan_parser | ✅ Parsed 4 Segments by Table Scans records
[2026-07-10 12:46:43] INFO     | awr_seg_table_scan_parser | ✅ Inserted 4 rows into awr_seg_table_scan
[2026-07-10 12:47:23] INFO     | awr_seg_table_scan_parser | Found 1 rows in Segments by Table Scans section
[2026-07-10 12:47:23] INFO     | awr_seg_table_scan_parser | ✅ Parsed 1 Segments by Table Scans records
[2026-07-10 12:47:23] INFO     | awr_seg_table_scan_parser | ✅ Inserted 1 rows into awr_seg_table_scan
[2026-07-10 12:47:54] INFO     | awr_seg_table_scan_parser | Found 4 rows in Segments by Table Scans section
[2026-07-10 12:47:54] INFO     | awr_seg_table_scan_parser | ✅ Parsed 4 Segments by Table Scans records
[2026-07-10 12:47:54] INFO     | awr_seg_table_scan_parser | ✅ Inserted 4 rows into awr_seg_table_scan
[2026-07-10 12:47:54] INFO     | awr_seg_table_scan_parser | Found 3 rows in Segments by Table Scans section
[2026-07-10 12:47:54] INFO     | awr_seg_table_scan_parser | ✅ Parsed 3 Segments by Table Scans records
[2026-07-10 12:47:54] INFO     | awr_seg_table_scan_parser | ✅ Inserted 3 rows into awr_seg_table_scan
[2026-07-10 12:49:07] INFO     | awr_seg_table_scan_parser | Found 4 rows in Segments by Table Scans section
[2026-07-10 12:49:07] INFO     | awr_seg_table_scan_parser | ✅ Parsed 4 Segments by Table Scans records
[2026-07-10 12:49:07] INFO     | awr_seg_table_scan_parser | ✅ Inserted 4 rows into awr_seg_table_scan
[2026-07-10 12:49:08] INFO     | awr_seg_table_scan_parser | Found 1 rows in Segments by Table Scans section
[2026-07-10 12:49:08] INFO     | awr_seg_table_scan_parser | ✅ Parsed 1 Segments by Table Scans records
[2026-07-10 12:49:08] INFO     | awr_seg_table_scan_parser | ✅ Inserted 1 rows into awr_seg_table_scan
[2026-07-10 12:49:11] INFO     | awr_seg_table_scan_parser | Found 3 rows in Segments by Table Scans section
[2026-07-10 12:49:11] INFO     | awr_seg_table_scan_parser | ✅ Parsed 3 Segments by Table Scans records
[2026-07-10 12:49:11] INFO     | awr_seg_table_scan_parser | ✅ Inserted 3 rows into awr_seg_table_scan
[2026-07-10 12:50:14] INFO     | awr_seg_table_scan_parser | Found 4 rows in Segments by Table Scans section
[2026-07-10 12:50:14] INFO     | awr_seg_table_scan_parser | ✅ Parsed 4 Segments by Table Scans records
[2026-07-10 12:50:14] INFO     | awr_seg_table_scan_parser | ✅ Inserted 4 rows into awr_seg_table_scan
[2026-07-10 12:50:21] INFO     | awr_seg_table_scan_parser | Found 3 rows in Segments by Table Scans section
[2026-07-10 12:50:21] INFO     | awr_seg_table_scan_parser | ✅ Parsed 3 Segments by Table Scans records
[2026-07-10 12:50:21] INFO     | awr_seg_table_scan_parser | ✅ Inserted 3 rows into awr_seg_table_scan
[2026-07-10 12:51:32] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:51:32] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:51:32] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:52:42] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:52:42] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:52:42] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
[2026-07-10 12:53:52] INFO     | awr_seg_table_scan_parser | Found 2 rows in Segments by Table Scans section
[2026-07-10 12:53:52] INFO     | awr_seg_table_scan_parser | ✅ Parsed 2 Segments by Table Scans records
[2026-07-10 12:53:52] INFO     | awr_seg_table_scan_parser | ✅ Inserted 2 rows into awr_seg_table_scan
