[2026-07-10 11:52:15] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:31:05] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:31:05] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:31:56] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:31:56] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:32:18] INFO     | awr_seg_cr_blk_rec_parser | Found 5 rows in Segments by CR Blocks Received section
[2026-07-10 12:32:18] INFO     | awr_seg_cr_blk_rec_parser | ✅ Parsed 5 Segments by CR Blocks Received records
[2026-07-10 12:32:18] INFO     | awr_seg_cr_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cr_blk_rec
[2026-07-10 12:32:18] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:32:18] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:32:41] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:32:41] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:32:47] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:32:47] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:33:29] INFO     | awr_seg_cr_blk_rec_parser | Found 5 rows in Segments by CR Blocks Received section
[2026-07-10 12:33:29] INFO     | awr_seg_cr_blk_rec_parser | ✅ Parsed 5 Segments by CR Blocks Received records
[2026-07-10 12:33:29] INFO     | awr_seg_cr_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cr_blk_rec
[2026-07-10 12:33:30] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:33:30] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:33:36] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:33:36] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:34:39] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:34:39] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:34:40] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:34:40] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:35:04] INFO     | awr_seg_cr_blk_rec_parser | Found 5 rows in Segments by CR Blocks Received section
[2026-07-10 12:35:04] INFO     | awr_seg_cr_blk_rec_parser | ✅ Parsed 5 Segments by CR Blocks Received records
[2026-07-10 12:35:04] INFO     | awr_seg_cr_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cr_blk_rec
[2026-07-10 12:35:06] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:35:06] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:35:34] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:35:34] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:36:15] INFO     | awr_seg_cr_blk_rec_parser | Found 5 rows in Segments by CR Blocks Received section
[2026-07-10 12:36:15] INFO     | awr_seg_cr_blk_rec_parser | ✅ Parsed 5 Segments by CR Blocks Received records
[2026-07-10 12:36:15] INFO     | awr_seg_cr_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cr_blk_rec
[2026-07-10 12:36:18] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:36:18] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:36:28] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:36:28] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:36:29] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:36:29] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:37:23] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:37:23] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:37:28] INFO     | awr_seg_cr_blk_rec_parser | Found 5 rows in Segments by CR Blocks Received section
[2026-07-10 12:37:28] INFO     | awr_seg_cr_blk_rec_parser | ✅ Parsed 5 Segments by CR Blocks Received records
[2026-07-10 12:37:28] INFO     | awr_seg_cr_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cr_blk_rec
[2026-07-10 12:37:38] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:37:38] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:38:46] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:38:46] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:38:48] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:38:48] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:39:11] INFO     | awr_seg_cr_blk_rec_parser | Found 5 rows in Segments by CR Blocks Received section
[2026-07-10 12:39:11] INFO     | awr_seg_cr_blk_rec_parser | ✅ Parsed 5 Segments by CR Blocks Received records
[2026-07-10 12:39:11] INFO     | awr_seg_cr_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cr_blk_rec
[2026-07-10 12:39:19] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:39:19] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:39:44] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:39:44] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:40:38] INFO     | awr_seg_cr_blk_rec_parser | Found 5 rows in Segments by CR Blocks Received section
[2026-07-10 12:40:38] INFO     | awr_seg_cr_blk_rec_parser | ✅ Parsed 5 Segments by CR Blocks Received records
[2026-07-10 12:40:38] INFO     | awr_seg_cr_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cr_blk_rec
[2026-07-10 12:40:51] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:40:51] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:40:56] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:40:56] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:40:58] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:40:58] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:42:02] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:42:02] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:42:19] INFO     | awr_seg_cr_blk_rec_parser | Found 5 rows in Segments by CR Blocks Received section
[2026-07-10 12:42:19] INFO     | awr_seg_cr_blk_rec_parser | ✅ Parsed 5 Segments by CR Blocks Received records
[2026-07-10 12:42:19] INFO     | awr_seg_cr_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cr_blk_rec
[2026-07-10 12:42:22] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:42:22] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:43:07] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:43:07] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:43:09] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:43:09] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:43:41] INFO     | awr_seg_cr_blk_rec_parser | Found 5 rows in Segments by CR Blocks Received section
[2026-07-10 12:43:41] INFO     | awr_seg_cr_blk_rec_parser | ✅ Parsed 5 Segments by CR Blocks Received records
[2026-07-10 12:43:41] INFO     | awr_seg_cr_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cr_blk_rec
[2026-07-10 12:43:42] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:43:42] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:44:07] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:44:07] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:44:55] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:44:55] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:44:56] INFO     | awr_seg_cr_blk_rec_parser | Found 5 rows in Segments by CR Blocks Received section
[2026-07-10 12:44:56] INFO     | awr_seg_cr_blk_rec_parser | ✅ Parsed 5 Segments by CR Blocks Received records
[2026-07-10 12:44:56] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:44:56] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:44:56] INFO     | awr_seg_cr_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cr_blk_rec
[2026-07-10 12:46:13] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:46:13] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:46:14] INFO     | awr_seg_cr_blk_rec_parser | Found 5 rows in Segments by CR Blocks Received section
[2026-07-10 12:46:14] INFO     | awr_seg_cr_blk_rec_parser | ✅ Parsed 5 Segments by CR Blocks Received records
[2026-07-10 12:46:14] INFO     | awr_seg_cr_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cr_blk_rec
[2026-07-10 12:46:42] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:46:42] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:47:23] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:47:23] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:47:24] INFO     | awr_seg_cr_blk_rec_parser | Found 5 rows in Segments by CR Blocks Received section
[2026-07-10 12:47:24] INFO     | awr_seg_cr_blk_rec_parser | ✅ Parsed 5 Segments by CR Blocks Received records
[2026-07-10 12:47:24] INFO     | awr_seg_cr_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cr_blk_rec
[2026-07-10 12:48:25] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:48:25] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:48:39] INFO     | awr_seg_cr_blk_rec_parser | Found 5 rows in Segments by CR Blocks Received section
[2026-07-10 12:48:39] INFO     | awr_seg_cr_blk_rec_parser | ✅ Parsed 5 Segments by CR Blocks Received records
[2026-07-10 12:48:39] INFO     | awr_seg_cr_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cr_blk_rec
[2026-07-10 12:48:41] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:48:41] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:49:46] INFO     | awr_seg_cr_blk_rec_parser | Found 5 rows in Segments by CR Blocks Received section
[2026-07-10 12:49:46] INFO     | awr_seg_cr_blk_rec_parser | ✅ Parsed 5 Segments by CR Blocks Received records
[2026-07-10 12:49:46] INFO     | awr_seg_cr_blk_rec_parser | ✅ Inserted 5 rows into awr_seg_cr_blk_rec
[2026-07-10 12:49:52] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:49:52] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:51:02] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:51:02] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:52:12] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:52:12] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
[2026-07-10 12:53:22] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ Segments by CR Blocks Received section not found.
[2026-07-10 12:53:22] WARNING  | awr_seg_cr_blk_rec_parser | ⚠️ No records to insert into awr_seg_cr_blk_rec
